As,Au,Co,Cu,Fe,Hg,Mn,Mo,Ni,U,Zn,x,y
5,0,10,31,1.95000005,78,585,3,16,4.4000001,72,612171.0569,6270622.007
6,-1,11,19,6.4000001,38,1950,4,14,5.19999981,102,612171.16,6308422.413
2,-1,6,13,1.29999995,28,230,-2,16,2.0999999,56,612271.3457,6267222.426
1,0,12,22,4.80000019,20,5500,-2,23,2.70000005,130,612283.5199,6343447.966
2,5,12,44,3.29999995,54,610,-2,31,4,96,612370.102,6109822.496
6,-1,10,28,3.20000005,38,1100,4,26,14.39999962,114,612370.6649,6302422.609
3,0,8,30,1.10000002,128,305,3,11,3.20000005,66,612371.111,6280022.414
-1,-1,14,28,3.5999999,40,415,2,36,2.70000005,118,612371.2111,6189722.018
-1,0,4,16,0.57999998,100,175,2,9,1,100,612426.6341,6336718.981
4,11,10,42,2.79999995,130,300,2,36,2.5,82,612469.5847,6076822.429
6,-1,12,58,3.5,110,500,3,43,3,94,612470.0369,6087021.633
15,0,5,39,1.20000005,78,355,3,12,0.60000002,76,612570.6749,6149222.576
1,-1,16,28,3,46,295,3,36,2.4000001,144,612570.9484,6245821.759
4,8,15,33,4.5,100,550,2,38,2,146,612571.1396,6183122.099
2,2,13,28,4,16,1350,2,40,3,124,612571.2222,6208122.602
2,8,9,34,1.60000002,78,785,3,22,7.5999999,106,612670.2955,6132422.638
2,-1,4,18,1.14999998,52,160,2,11,8.19999981,54,612670.9616,6288223.035
4,-1,9,22,3.0999999,34,330,-2,28,3,104,612671.1079,6161522.1
2,3,14,33,3.20000005,28,405,-2,32,0.80000001,88,612769.4675,6084622.116
4,9,15,30,2,124,650,3,32,0.2,116,612770.3265,6105021.741
4,0,7,19,1.39999998,56,240,3,12,2.0999999,66,612770.89,6277422.587
-1,0,8,30,2.68000007,113,455,2,17,8.80000019,170,612874.1741,6387282.79
-1,0,6,17,2.1400001,43,240,6,14,5.80000019,92,612908.6452,6395781.841
-1,0,4,10,2.4000001,32,305,-2,7,3.79999995,60,612948.9017,6333049.937
-1,0,5,13,1.02999997,40,430,-2,10,0.69999999,70,612953.541,6350957.125
4,5,13,40,4.5999999,40,540,2,42,5.80000019,130,612970.9306,6164221.997
-1,0,6,7,0.91000003,99,145,-2,7,3,40,613001.8551,6323077.375
-1,0,5,9,2.1400001,67,280,-2,11,1.29999995,160,613068.8259,6366372.761
4,6,14,38,2.9000001,70,360,3,46,3.4000001,106,613069.0971,6064422.129
4,0,33,18,13.39999962,84,3600,6,18,9.89999962,210,613087.1178,6325290.572
5,4,10,21,2.5,22,370,2,22,1.29999995,58,613169.9843,6119422.089
6,7,6,50,3.29999995,46,525,2,38,3.70000005,102,613170.4555,6123621.783
1,-1,11,42,2.79999995,18,415,3,36,3.4000001,94,613170.979,6194122.248
-1,0,8,8,1.19000006,80,270,-2,8,2,64,613317.8482,6347569.86
-1,0,2,6,1.27999997,38,125,2,5,3,35,613484.3468,6378434.534
-1,-1,6,10,1.25,16,305,-2,11,4.5999999,42,613570.7803,6294322.926
-1,0,6,9,4.0999999,64,415,2,12,1.39999998,140,613654.6115,6374571.785
1,6,17,33,3.70000005,34,630,2,39,2,104,613671.0373,6212921.996
2,2,10,25,3.20000005,27,480,2,28,4,98,613771.1384,6223522.568
-1,0,7,16,1.5,103,560,2,10,3.79999995,69,613801.0147,6339373.155
3,0,7,6,7.69999981,75,2800,10,5,7.19999981,60,613814.268,6380449.956
8,12,7,33,3.29999995,118,480,3,32,3.70000005,90,613870.2314,6125821.971
-1,0,25,15,9.19999981,53,3150,6,12,7.19999981,140,613920.9533,6329872.277
-1,0,11,42,2.8900001,80,645,6,17,10.39999962,160,614005.9699,6362355.958
8,0,14,50,3.0999999,120,350,3,43,6.69999981,110,614169.2212,6065521.892
5,12,15,34,3,150,430,3,31,1.89999998,96,614170.1963,6129722.163
3,0,8,17,23.20000076,34,1110,34,6,8.10000038,100,614309.7697,6385493.334
1,7,13,30,2.70000005,80,400,2,32,4.80000019,98,614369.5606,6073121.954
1,11,13,48,2.29999995,112,370,3,35,5,102,614370.6283,6134521.623
4,-1,11,22,2.0999999,-10,590,2,17,7.9000001,80,614370.7259,6298023.224
2,-1,8,20,2.3499999,26,790,4,16,5.0999999,70,614570.7254,6291722.905
6,13,5,25,1.20000005,144,200,3,24,1.79999995,122,614669.5171,6076021.764
2,3,7,14,2.70000005,32,440,3,24,2.29999995,130,614670.7903,6136622.641
6,3,9,37,3.9000001,26,595,2,37,2.20000005,96,614671.156,6211222.521
4,4,13,30,3.29999995,40,485,-2,27,1.79999995,100,614769.7587,6109922.525
2,-1,21,41,1.5,59,935,3,14,7,106,614771.0095,6287022.738
3,5,23,18,3.70000005,40,5900,3,33,0.40000001,110,614771.0428,6174822.577
1,6,13,32,3.0999999,70,410,3,36,4.4000001,108,614869.3162,6070421.51
7,6,6,43,4.19999981,40,550,-2,48,5.5,124,614869.8131,6095622.041
6,8,12,43,3.79999995,100,510,2,46,1.79999995,116,614871.0107,6192922.135
6,0,7,62,0.85000002,106,160,4,15,1.10000002,58,614970.1472,6115522.49
4,6,9,33,3.79999995,50,660,2,40,0.60000002,110,614970.8408,6146821.724
4,-1,20,20,4.9000001,58,1050,4,19,7,110,614971.2406,6302323.183
-1,0,5,11,1.02999997,55,275,2,12,5.9000001,140,615109.553,6366134.68
4,9,10,47,3.5,84,610,2,46,14,120,615169.709,6092022.404
4,5,13,37,4.4000001,50,710,3,40,2.79999995,126,615170.7979,6143821.766
2,-1,6,24,3.29999995,22,420,2,11,5,64,615170.913,6307923.086
-1,0,6,14,1.63,40,350,-2,8,2.5,90,615274.9837,6354283.408
3,5,14,38,4.19999981,50,660,2,46,2.20000005,134,615370.9243,6168422.427
1,5,10,18,2.29999995,34,540,2,24,2,86,615371.3713,6179521.893
1,5,10,28,3.0999999,46,380,2,30,3,90,615471.2199,6227221.851
3,3,9,18,3.29999995,38,675,2,29,2.20000005,104,615471.2584,6163622.581
3,6,12,48,3.70000005,58,760,3,47,1.29999995,122,615471.4656,6195222.01
1,3,12,42,4,32,590,2,40,1.29999995,108,615569.7045,6080121.761
3,6,7,18,2.9000001,38,590,2,26,1.79999995,96,615570.8527,6172022.108
1,-1,7,13,1.75,12,240,2,14,1.10000002,48,615571.4004,6218222.157
5,6,9,36,4.19999981,78,405,2,41,3.4000001,130,615670.892,6156822.302
6,7,10,43,3.79999995,64,420,-2,42,8.10000038,116,615771.1569,6151822.127
4,7,10,28,3.70000005,56,635,2,36,1.29999995,116,615771.3248,6206222.04
-1,0,6,20,2.24000001,83,605,4,17,5.5999999,96,615813.9469,6339890.545
-1,0,7,16,2.1099999,100,545,2,7,7.4000001,89,615863.0008,6363386.44
4,7,11,36,3.70000005,40,745,2,34,2.4000001,90,615869.3378,6088421.695
8,7,10,38,3.79999995,78,660,3,47,2.79999995,126,615870.9376,6154722.01
-1,0,10,25,2.5,116,700,2,13,10.10000038,110,615872.9385,6329574.693
2,12,11,58,2.20000005,134,240,3,58,13.10000038,70,615969.5623,6097322.282
6,-2,18,53,3.5999999,260,660,2,40,2.5,120,615969.8443,6103322.284
6,7,12,21,3.4000001,34,770,3,35,1.29999995,110,615971.2183,6199522.601
-1,0,6,19,3.20000005,79,610,2,11,6,96,616061.025,6333666.653
6,8,4,30,7.5,58,190,3,11,0.40000001,88,616070.177,6123022.034
4,5,11,37,4.19999981,50,700,3,42,2.4000001,118,616070.8321,6140421.585
3,2,13,57,3,-10,400,2,36,2.20000005,116,616169.9526,6111622.281
4,7,26,30,3.79999995,40,8350,3,42,0.2,96,616170.9329,6203622.577
4,0,11,29,2.04999995,64,305,2,43,1.79999995,156,616171.081,6252422.352
5,12,11,59,1.70000005,154,640,3,31,3.20000005,118,616269.9545,6105022.447
1,0,8,25,2.20000005,45,725,3,23,4.80000019,66,616271.3007,6254622.406
-1,0,5,7,3,37,395,2,10,3.29999995,84,616279.8644,6380003.078
7,8,11,35,3.20000005,46,530,2,33,3,93,616370.3421,6118922.535
1,-1,11,14,3.0999999,22,775,2,17,4.80000019,70,616370.6728,6304223.146
3,5,13,27,4,42,570,-2,41,0.69999999,136,616370.9516,6186422.336
3,-1,22,56,2.6500001,45,1250,4,78,2.70000005,330,616471.0142,6249322.463
1,-1,15,19,6.1500001,50,2950,4,47,0.5,76,616471.2602,6244122.769
1,4,3,8,1.60000002,10,525,3,12,0.2,36,616471.497,6213422.371
-1,0,9,10,2.78999996,50,325,2,12,4.9000001,240,616546.712,6388565.372
1,0,14,8,2.57999992,34,465,2,15,4.0999999,120,616552.3909,6382628.724
2,6,9,50,2.29999995,54,540,2,33,3.70000005,72,616569.4902,6083921.834
-1,0,7,17,1.79999995,85,155,4,12,4.9000001,90,616656.3767,6400994.926
2,9,14,52,3.79999995,118,600,2,52,3.5999999,120,616671.1849,6189922.5
-1,0,5,5,2.27999997,59,210,4,10,2.5999999,150,616760.2731,6390298.172
2,-2,3,10,0.63,70,250,3,18,2.4000001,30,616769.3469,6064321.227
2,0,7,50,1.64999998,60,810,3,30,1.79999995,70,616771.2705,6262022.249
3,8,11,18,3.20000005,70,590,3,24,0.80000001,94,616771.3775,6181322.027
-1,-1,7,13,1.35000002,22,220,-2,11,0.2,36,616971.1342,6231522.145
-1,0,4,10,1.09000003,60,260,-2,10,3.4000001,48,617040.6797,6325760.455
-1,0,8,5,1.38,40,255,-2,9,1.5,88,617053.048,6358407.677
2,-1,7,17,2.79999995,30,730,-2,18,1.5,70,617271.3667,6234621.861
-1,0,13,27,2.79999995,131,335,2,18,3.5999999,130,617451.7672,6370334.229
2,9,11,30,2.0999999,100,500,2,35,10.60000038,106,617568.9015,6070421.827
4,5,10,28,2.79999995,56,870,3,36,1.39999998,102,617671.3595,6186522.011
-1,0,10,8,3.9000001,30,1000,-2,7,3.9000001,75,617687.77,6348917.221
4,-1,23,30,4.4000001,80,3600,3,39,0.2,110,617770.8716,6183222.02
-1,0,7,13,0.58999997,50,210,-2,14,1.89999998,49,617835.8131,6343204.731
2,6,9,18,3.29999995,46,710,-2,26,1.29999995,90,617871.2575,6199521.74
6,-1,9,30,3.4000001,36,435,-2,29,2.5,100,617971.0014,6225822.329
1,-1,12,28,3.25,40,415,-2,34,2.5999999,90,617971.1006,6227621.979
1,0,4,8,2.20000005,41,545,-2,8,3,77,618019.5674,6374229.486
1,0,5,17,1.79999995,34,370,2,19,3.20000005,58,618071.0054,6262322.332
4,4,18,55,4.5,34,675,2,48,1.89999998,128,618169.1222,6081221.416
3,6,17,32,4,80,575,2,40,2,106,618170.7075,6144021.559
1,0,7,21,4.69999981,50,130,14,8,10.89999962,140,618205.3347,6395546.941
1,7,10,27,1.79999995,80,260,-2,40,1.60000002,110,618269.2549,6062421.922
6,4,11,32,3.20000005,46,530,2,33,3.5,93,618269.9184,6118921.516
4,-1,10,28,3.70000005,80,400,-2,40,1.39999998,130,618270.905,6188222.034
2,6,7,9,1.79999995,30,1500,2,16,0.69999999,48,618271.0615,6203822.25
-1,0,8,12,1.52999997,26,285,-2,13,5,77,618339.9717,6322384.632
5,14,32,54,3.70000005,150,730,2,57,2.79999995,108,618370.9514,6169621.89
3,10,12,56,2.79999995,100,735,3,31,5.4000001,96,618469.6292,6111922.339
4,9,8,42,0.58999997,70,160,3,17,5.30000019,84,618470.5421,6134021.824
6,-1,12,17,4.19999981,36,615,-2,59,2,106,618471.418,6242421.762
-1,0,10,16,1.11000001,43,195,2,18,3.70000005,110,618496.7786,6375841.934
4,-1,10,21,3.5999999,24,670,2,31,2.29999995,106,618570.9185,6184122.414
5,4,14,45,4,30,525,5,39,2.20000005,114,618668.9408,6078021.394
8,-1,24,60,7.30000019,150,1700,3,39,1.89999998,86,618670.8115,6177422.63
4,6,11,65,3,66,550,5,42,2.79999995,75,618769.4159,6084822.321
6,0,5,42,1.79999995,50,350,4,27,2.4000001,56,618769.4535,6086422.257
2,9,17,31,4.19999981,80,515,2,40,3,94,618770.6626,6150922.424
4,6,5,8,1.10000002,30,215,3,11,0.5,60,618770.9513,6206421.801
3,12,22,50,4,142,525,3,59,3.20000005,130,618771.003,6166021.572
3,-1,17,32,4.30000019,100,550,2,40,1.89999998,114,618870.7924,6147522.294
4,8,9,43,2.9000001,60,485,3,40,5,52,618969.3502,6095222.283
3,9,16,42,3.79999995,112,660,3,41,5.19999981,96,618970.7549,6154921.981
4,-1,14,17,2.79999995,22,1000,2,24,6.9000001,70,618971.1436,6305123.099
2,9,12,48,3.20000005,110,375,2,37,2.9000001,102,619069.9201,6105922.504
2,-1,17,28,3.5999999,22,11000,3,30,2.29999995,95,619070.9526,6291222.916
-1,0,8,18,1.25999999,59,280,2,14,6.4000001,77,619226.7953,6320947.603
3,9,13,43,3.5,100,390,2,42,2.5,106,619269.451,6102421.667
8,9,10,45,2.9000001,90,405,2,45,0.69999999,108,619270.2382,6127421.603
3,4,29,20,3,36,4700,2,39,1.5,109,619271.2243,6284523.374
6,7,12,34,4,70,475,2,44,4.5999999,134,619271.4191,6197721.652
1,0,14,13,8.39999962,82,1700,8,13,4.5999999,160,619356.8301,6330981.733
1,0,11,15,2.70000005,97,630,2,17,4.9000001,100,619364.5483,6369450.787
4,14,12,34,1.39999998,144,240,3,24,11.19999981,76,619369.4458,6109022.517
-1,0,8,13,1.88,84,255,2,14,2,82,619489.871,6336660.835
-1,0,10,20,2.47000003,30,485,-2,10,3.0999999,96,619505.6888,6355902.146
2,0,8,56,8.30000019,140,345,8,6,34.40000153,160,619545.6619,6400951.151
-1,8,12,36,1.60000002,96,350,2,32,7.69999981,98,619568.978,6072821.371
1,5,5,68,0.25,58,60,3,28,3.20000005,46,619570.1346,6115422.411
5,10,20,47,4.0999999,120,490,2,55,3.79999995,106,619570.3974,6129722.318
7,16,20,62,2.29999995,206,730,3,34,7.5999999,106,619570.8955,6141122
3,-1,8,34,2.5999999,46,855,3,17,5.19999981,74,619571.1813,6295023.178
1,0,5,6,4.80000019,50,215,10,9,1.89999998,110,619602.732,6393387.728
4,8,6,12,0.62,82,285,2,19,2,84,619668.7584,6067721.511
-1,-1,12,35,1.85000002,90,670,2,19,3.79999995,82,619670.9962,6266022.713
1,-1,11,29,1.75,67,835,2,21,4.5999999,94,619770.8862,6277223.162
-1,-1,20,27,4.5999999,46,1500,3,35,0.60000002,124,619771.1797,6310023.435
-1,0,6,24,1.14999998,34,750,3,19,4.4000001,68,619771.3005,6269623.025
6,6,9,48,2.9000001,74,250,3,32,10.60000038,90,619869.0771,6091022.033
7,8,6,47,2.9000001,58,640,2,28,3.20000005,102,619869.9658,6123621.988
5,-2,8,22,3.0999999,45,170,4,17,0.5,64,619870.9854,6247121.808
4,5,13,21,3.70000005,16,4500,2,30,0.2,94,619871.4426,6210122.623
5,13,13,58,1.79999995,140,275,3,31,2.20000005,68,619971.3142,6173622.088
1,0,21,14,15.30000019,53,10700,2,13,8.5,130,620099.0139,6325522.988
4,13,28,57,5.19999981,176,1050,2,59,4.0999999,150,620170.9425,6176621.972
5,-1,9,30,2.95000005,42,665,3,19,5.5999999,72,620171.2253,6298923.609
6,7,9,43,1.5,68,225,2,27,3.4000001,64,620269.8231,6098521.449
5,-1,12,18,2.5,46,600,3,23,2.5,74,620271.1951,6312323.454
1,-1,15,26,2.4000001,56,370,-2,28,2.0999999,86,620271.3435,6239622.313
-1,0,7,17,0.81,62,260,2,15,5,67,620337.9729,6321370.73
-1,0,12,22,1.64999998,40,280,2,15,3.9000001,120,620340.9382,6348252.384
1,-1,9,21,1.79999995,22,1000,3,21,4.69999981,96,620370.7766,6314623.061
5,4,13,24,4.30000019,46,670,-2,37,0.80000001,124,620371.1089,6192522.663
-1,0,5,46,1.79999995,100,275,2,19,3,66,620371.3139,6273422.541
-1,0,6,7,1.01999998,20,310,-2,8,2.4000001,45,620404.1887,6344300.725
-1,6,5,11,0.52999997,50,170,2,10,1.5,70,620469.1649,6070021.852
-1,0,9,14,0.92000002,60,200,-2,14,3,76,620749.846,6363301.221
3,7,9,28,2.4000001,60,515,-2,24,11.5,74,621069.7444,6112821.906
4,-1,10,25,1.89999998,36,265,-2,24,2.5,96,621071.2903,6241422.456
4,7,8,15,0.50999999,82,180,3,23,1.89999998,80,621168.5105,6066221.732
6,0,8,22,0.75,114,270,2,21,8.5,59,621171.1723,6283422.86
-1,0,10,15,2.46000004,59,575,2,15,3.79999995,120,621271.762,6381712.737
-1,0,8,16,1.04999995,68,190,4,17,4.80000019,110,621394.6562,6377680.443
-1,0,10,14,3.25999999,55,525,6,16,4.0999999,160,621456.383,6383324.64
8,8,7,50,1.89999998,66,490,2,33,2.5,120,621471.4105,6221221.706
-1,0,6,5,3.5,59,480,4,8,1.29999995,160,621544.4506,6389002.99
3,-1,7,18,1.29999995,42,1250,2,15,2.70000005,42,621569.2733,6084622.273
-1,0,3,9,1.33000004,64,130,2,5,3,64,621609.5233,6390238.147
-1,0,11,18,2.26999998,55,760,4,16,7,110,621711.9213,6372804.018
-1,0,17,20,2.6400001,50,1180,2,16,6.69999981,95,621750.7905,6364846.99
-1,0,6,20,2.0999999,67,575,2,13,3,95,621751.2218,6334182.602
5,-1,8,43,1.10000002,42,515,-2,30,0.2,86,621770.9225,6167822.427
3,3,15,48,3.79999995,30,480,2,50,4.0999999,160,621771.0035,6151022.46
6,11,7,88,2.29999995,106,460,3,24,3.20000005,90,621869.7875,6119921.899
1,0,6,16,6.9000001,35,235,6,11,8.80000019,110,621926.2988,6398875.758
2,2,8,23,1.85000002,24,560,3,22,4.80000019,74,621971.0908,6287623.066
2,2,11,19,3.79999995,26,1650,-2,30,0.2,96,621971.1208,6161522.058
1,-1,8,30,2.95000005,50,350,2,32,2.79999995,82,621971.1291,6233421.628
8,7,17,47,4.9000001,50,855,-2,55,2,142,622070.8317,6147122.296
-1,0,11,38,2.5,200,1020,2,22,13,120,622111.2175,6339936.529
2,-1,5,13,1.70000005,30,485,-2,18,0.5,40,622169.0211,6088921.911
1,0,9,27,2.29999995,56,230,3,21,3.20000005,82,622170.8543,6280923.427
5,7,16,52,2.29999995,55,420,-2,42,0.60000002,86,622170.8823,6166222.265
3,8,14,30,3.79999995,66,635,9,41,4,110,622269.5718,6109022.172
7,-1,11,22,2.79999995,34,540,2,31,0.89999998,84,622270.4775,6141022.397
6,8,18,72,3.5999999,55,810,2,56,2,144,622271.0103,6171821.912
-1,0,11,110,0.89999998,100,450,3,46,4.0999999,144,622271.2341,6274722.189
-1,0,8,25,1.5,112,435,2,14,0.89999998,80,622366.138,6322435.961
4,-1,15,37,3.70000005,55,375,3,44,4,114,622369.6309,6095821.813
2,-1,7,11,2.20000005,20,1300,-2,17,0.2,60,622370.54,6157721.519
3,3,5,9,1.39999998,18,260,2,14,1,46,622371.3259,6201522.365
10,6,8,34,3.70000005,38,715,2,39,3,114,622371.5093,6217821.637
-1,9,5,15,0.82999998,90,215,2,23,0.2,62,622468.5733,6062921.118
5,-1,11,18,2.5999999,22,1150,3,20,5,90,622471.0437,6314823.618
1,-1,9,16,2.5999999,10,465,2,24,0.80000001,16,622471.1981,6189522.467
-1,0,7,10,4,42,620,8,10,4.5,97,622547.4872,6388127.523
4,-1,4,18,0.75999999,160,425,2,22,1.5,92,622568.6586,6069021.812
2,6,6,9,1.20000005,40,280,-2,10,0.80000001,26,622569.212,6104921.712
3,4,12,35,2.70000005,40,480,4,13,1.20000005,120,622569.8085,6126222.338
1,0,6,27,1,90,305,-2,15,1.60000002,88,622571.3323,6277622.488
2,-1,10,30,2.5999999,40,485,-2,30,0.69999999,66,622669.4166,6091721.41
-1,0,10,25,5.19999981,63,1050,6,13,3.5999999,170,622737.4745,6384222.146
3,-1,3,15,1.20000005,40,510,-2,11,0.89999998,28,622769.4186,6098421.269
5,10,11,62,2.79999995,110,610,4,32,17,118,622769.8297,6112221.604
10,10,20,50,4.5,104,860,3,40,1.60000002,120,622869.8786,6121722.14
4,-1,8,16,2.20000005,22,1000,2,16,5.5,68,622871.035,6305122.733
-1,0,7,17,1.09000003,40,410,-2,10,3,62,622932.1205,6351782.199
-1,0,6,9,9.89999962,55,255,10,2,6.69999981,130,622954.3805,6401955.007
2,0,41,64,5.6500001,78,1850,4,51,0.2,96,622971.3901,6270222.813
3,-1,8,33,0.74000001,46,310,3,32,9.10000038,68,623070.8655,6308823.242
3,6,8,41,1.60000002,62,420,5,23,3.5,50,623070.9308,6291422.918
6,4,11,33,1.79999995,38,515,2,32,0.60000002,104,623071.0799,6176822.221
2,5,14,33,4.0999999,50,920,-2,38,2.0999999,98,623169.3798,6101921.862
1,-1,19,75,3.79999995,46,780,2,41,3.4000001,95,623170.7655,6293623.498
5,-1,40,54,9.5,50,2320,6,59,12.19999981,135,623170.8944,6301122.909
-1,0,12,34,1.65999997,74,330,4,26,4.19999981,92,623182.1002,6336506.434
-1,0,6,10,1.95000005,48,50,2,8,3,96,623257.5962,6398446.103
4,3,9,28,2.29999995,26,540,3,32,1.10000002,28,623270.8045,6186922.553
1,5,13,25,3.75,40,795,2,28,1.20000005,90,623271.1838,6237722.307
4,-1,21,29,3.4000001,80,650,3,41,3.5,114,623271.2516,6311622.711
-1,0,3,9,5.88000011,50,95,6,6,9.19999981,110,623316.4987,6409901.334
3,5,9,25,1.79999995,40,200,2,35,3.9000001,72,623368.8141,6081621.675
2,-1,10,16,2.5,16,440,2,22,1.5,16,623371.3592,6192221.844
10,-1,6,28,2.20000005,42,665,2,29,1.5,76,623371.4247,6225022.48
3,0,10,68,2,24,270,3,38,3.79999995,115,623470.1585,6136121.963
4,-1,3,43,1.14999998,42,320,2,14,8.30000019,52,623571.0746,6298823.553
-1,0,8,10,3.04999995,29,320,14,9,5.30000019,90,623731.5484,6395003.716
5,9,6,28,0.69,114,60,3,21,12.80000019,84,623769.0148,6076522.032
5,5,9,35,2.70000005,58,500,2,31,9.89999962,96,623769.7473,6117222.215
2,2,14,48,3.79999995,30,490,-2,55,3.29999995,130,623770.5136,6143521.864
4,-1,19,52,4.80000019,50,1150,2,58,1.79999995,158,623770.8424,6153621.767
1,-1,10,34,2.9000001,42,370,-2,30,3,86,623771.0392,6231122.364
-1,3,15,61,3.70000005,42,655,2,37,1.10000002,61,623771.2628,6182121.749
-1,0,9,15,1.08000004,40,325,-2,11,2.70000005,79,623812.0337,6354298.472
2,-1,8,20,0.60000002,170,110,2,28,9,84,623868.7492,6075021.65
3,5,16,68,3.29999995,55,570,2,42,1.5,68,623970.9702,6180621.83
-1,0,8,12,3.5,92,450,4,10,1.60000002,90,624175.997,6331156.06
-1,0,5,13,1.72000003,60,260,4,10,3.0999999,55,624250.9885,6333235.778
1,0,9,12,1.76999998,29,370,-2,16,6,77,624285.9884,6319849.883
-1,0,5,18,0.86000001,41,180,6,15,3.5999999,110,624308.6927,6390477.223
-1,0,9,21,8.23999977,76,405,6,5,19.20000076,110,624380.3109,6404895.39
-1,0,15,11,5,40,1170,-2,16,6.4000001,85,624464.6308,6363288.257
1,4,8,28,1.70000005,22,405,-2,18,3.20000005,88,624471.0246,6278822.146
1,8,7,30,1.04999995,74,200,3,18,2,86,624471.416,6244722.378
-1,0,5,4,1.42999995,21,215,-2,10,2.9000001,71,624483.6213,6378772.118
2,-1,10,28,3.70000005,42,480,2,41,2,110,624771.5386,6222621.588
1,0,29,21,11.60000038,53,3650,6,14,11.69999981,170,624885.3152,6325067.625
4,-1,4,20,0.44,46,75,-2,14,5.5999999,45,624970.8528,6302322.639
-1,0,12,25,1.29999995,67,350,2,21,3.20000005,98,624971.109,6269322.756
-1,0,8,15,1.52999997,50,275,-2,16,2,79,625062.7638,6344516.666
8,-1,22,51,4.19999981,68,1370,3,61,4.69999981,142,625070.357,6146521.787
4,10,14,61,3.29999995,90,650,2,41,4.5,109,625070.5351,6144421.621
4,7,4,56,0.80000001,74,170,3,43,1,66,625071.2122,6225521.511
1,10,17,36,3.70000005,114,460,3,43,1.29999995,90,625169.6271,6102721.311
8,6,5,21,1.10000002,66,450,3,19,3,92,625171.4038,6229722.031
-1,0,9,7,3.20000005,32,335,-2,13,4.0999999,98,625189.5443,6372556.378
-1,0,9,5,2.79999995,34,730,2,8,3.5,73,625217.8208,6369469.185
2,4,14,30,3.5,38,480,2,44,1.60000002,118,625370.9891,6162022.47
4,8,11,21,2.04999995,100,600,2,17,4,79,625371.0715,6286722.849
-1,0,13,58,2.79999995,78,795,4,30,0.80000001,260,625371.1749,6273822.279
1,-1,17,26,4.1500001,34,1550,2,32,2.4000001,96,625371.2458,6237521.745
2,4,9,28,2.70000005,36,405,2,29,4,82,625371.3817,6242422.221
7,6,12,39,3.5,42,580,3,53,1.60000002,130,625570.4372,6156822.151
4,6,11,36,3.70000005,34,640,2,43,1.89999998,100,625669.3749,6105221.802
6,4,11,28,3.5,34,740,2,33,2.29999995,92,625669.4257,6116822.403
5,8,13,75,3.70000005,80,500,2,55,4.5,128,625670.2333,6135922.41
6,-1,10,44,2.9000001,42,655,2,38,2.5,86,625671.0969,6234621.492
-1,0,6,6,2.20000005,27,345,2,10,-0.5,71,625684.7499,6377868.876
-1,0,9,13,2.9000001,55,375,2,10,1.60000002,67,625687.0182,6339882.814
2,6,20,33,5.80000019,40,1000,3,27,0.2,104,625769.9314,6127922.25
5,7,13,37,2.9000001,42,320,2,49,0.80000001,110,625770.4526,6155021.651
1,5,9,40,3.29999995,50,380,2,39,1,82,625869.5529,6119721.756
2,6,18,43,3.0999999,50,540,3,40,0.89999998,50,625869.9241,6123121.339
7,-1,6,19,0.61000001,38,175,3,13,16.60000038,53,625871.0966,6298923.506
3,-1,14,36,4.4000001,120,435,2,47,3.29999995,116,625968.5754,6081221.688
7,8,12,45,3.20000005,68,600,2,42,4,107,625970.3486,6140122.384
6,-2,33,30,9.39999962,74,9500,7,35,0.5,134,625970.9191,6244922.512
1,-1,13,20,3.9000001,34,845,2,27,1.29999995,86,626070.8839,6192221.589
9,9,18,39,6.5999999,70,1280,3,32,0.60000002,109,626169.8654,6129121.779
4,-1,16,48,4.19999981,55,735,2,51,3.5,136,626170.7542,6164622.126
3,5,13,40,4,42,480,-2,40,2.4000001,114,626170.8227,6186221.939
2,4,17,50,4.5,50,640,2,47,2,146,626171.2206,6174321.691
-1,3,11,12,2.5,10,1950,-2,19,0.2,12,626171.3689,6197022.16
-1,0,6,18,9.39999962,99,445,12,4,12.10000038,150,626233.3487,6405111.324
6,10,9,33,1,90,200,3,38,4.5,52,626268.2313,6068121.739
